	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L2_CD49a	L3_CD49a
RP23-87D8.2	1	0	1	0	0	0	7	3	2	3	0
RP23-87D8.1	0	0	0	0	0	0	0	0	0	0	0
Gm23792	0	0	0	0	0	0	0	0	0	0	0
RP23-87D8.4	0	0	0	0	1	3	0	0	0	0	0
Mir6896	0	0	0	0	0	0	0	0	0	0	0
RP23-151I7.1	0	0	0	3	0	0	0	0	0	0	0
RP24-422C24.3	0	0	0	0	0	0	0	0	1	0	0
RP24-152H15.5	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.4	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.2	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.3	1	0	0	0	7	12	0	2	3	5	3
RP24-554B1.11	30	13	17	65	22	66	65	15	27	18	15
Mir5103	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	2883	2213	1343	1484	1125	1685	2337	1818	1764	1782	1592
RP24-554B1.1	3	2	1	4	3	3	3	4	1	1	0
Imp4	9226	7403	4731	6038	5216	7169	8405	7956	7675	7487	6199
Ptpn18	463	392	232	172	119	165	834	695	535	509	440
RP24-554B1.10	22	24	14	7	4	14	31	32	9	11	20
RP24-554B1.5	2	0	3	0	1	0	8	1	4	7	2
Prss39	0	0	0	0	0	4	0	0	1	0	0
RP24-554B1.9	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0
RP24-554B1.8	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.1	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.3	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.5	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.6	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.4	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	208	154	94	87	67	105	144	92	118	137	119
RP23-166L24.2	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.5	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.3	7	3	8	2	6	7	18	7	3	20	2
Fam168b	3502	2821	1499	2568	3136	2373	2815	2461	2421	3162	2429
RP23-348C6.1	25	15	2	17	11	20	7	18	15	17	8
Plekhb2	1528	1218	731	4541	4024	4302	872	1201	977	2268	1998
RP23-348C6.4	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.6	0	0	1	0	0	0	0	1	0	0	0
RP23-348C6.7	0	0	0	0	0	0	0	1	0	0	0
RP23-309D5.1	0	0	0	0	0	0	0	0	0	0	0
Gm25096	0	0	0	0	0	0	0	0	0	0	0
RP24-550I15.1	0	0	1	0	0	0	0	0	0	0	0
Gm25634	0	0	0	0	0	0	0	0	0	0	0
RP23-463E4.1	0	0	0	0	0	0	0	0	0	0	0
RP24-72B22.1	0	0	0	0	0	0	0	0	0	0	0
RP24-72B22.2	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.3	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.4	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.1	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.2	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	557	416	331	392	396	374	501	457	607	380	345
RP24-424K5.5	0	0	0	0	0	0	0	0	0	0	0
RP23-173H19.3	8	8	7	6	6	21	7	5	22	14	6
Uggt1	5040	4083	2369	5167	4790	4373	4269	4347	3650	4388	3236
Mir6897	0	0	0	0	0	1	0	0	0	2	1
Neurl3	580	650	331	2760	2904	2823	461	995	756	2344	1840
Arid5a	2114	2347	1302	3222	3971	3312	1776	2348	1962	3102	2204
RP23-134L6.5	28	26	25	31	16	45	68	32	38	30	25
Kansl3	2746	2576	1399	3227	3539	3451	2747	2412	2409	2963	2573
Mir6898	0	0	0	1	0	0	0	0	0	0	0
Fer1l5	35	41	12	27	30	61	48	15	33	41	24
Lman2l	694	578	326	588	513	493	757	444	473	460	323
Cnnm4	109	116	89	359	353	301	102	116	173	280	198
RP23-294I17.4	2	0	1	9	0	2	4	19	6	13	5
Gm47280	0	0	0	0	0	0	0	0	0	0	0
Cnnm3	243	379	235	371	123	449	240	476	432	279	361
RP23-294I17.6	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	82	63	57	96	58	133	148	90	134	127	91
RP23-294I17.8	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	896	603	486	1039	572	1130	1372	1042	1278	1041	1006
Sema4c	277	195	131	1516	1131	1836	248	248	325	555	712
AC084391.4	1	3	2	7	6	16	7	3	5	1	5
Fam178b	0	15	0	0	2	6	0	0	0	1	2
RP23-247A1.1	0	0	0	1	0	0	0	0	0	1	0
Gm24133	0	0	0	0	0	0	0	0	0	0	0
Cox5b	2685	1919	1289	2467	1914	2646	2861	2735	2440	2746	2479
Actr1b	2433	1552	1146	1691	1622	1712	2153	1600	1358	1908	1553
RP23-247A1.6	2	0	1	5	0	4	7	0	1	0	0
RP23-247A1.7	0	0	0	0	0	0	0	0	1	0	0
Zap70	9009	7364	4629	8374	8871	9649	7214	7593	5781	8726	7326
RP23-247A1.2	0	8	3	12	7	5	12	7	2	4	3
Tmem131	2685	2158	1192	1779	1605	1706	2089	1319	1723	1710	1907
RP23-328J8.4	1	0	0	0	0	0	1	0	2	2	0
RP23-328J8.2	9	38	34	18	17	51	9	3	38	3	12
RP23-328J8.3	13	34	12	24	11	39	25	24	36	10	33
Rpl12-ps1	3	1	2	1	0	2	6	1	4	0	0
n-R5s210	0	0	0	0	0	0	0	0	0	0	0
Vwa3b	0	3	0	0	0	16	0	8	3	0	0
RP23-259P18.1	0	0	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0
RP23-271C13.1	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	329	305	222	769	686	767	156	296	152	423	304
AC133096.2	5	3	3	16	1	1	0	12	1	12	3
RP23-271C13.2	0	0	0	6	0	0	0	2	1	0	0
Coa5	5352	3397	2235	3625	3351	3270	4490	3256	3322	3921	3462
Unc50	1477	1120	761	1386	1256	1493	1746	1614	1384	1570	1456
Mgat4a	604	591	316	947	816	775	919	749	748	612	963
RP23-285H9.2	10	10	8	3	6	20	3	4	16	10	0
AC084390.5	4	1	2	3	1	1	1	4	2	4	4
AC140321.1	35	21	6	9	7	11	105	40	111	36	94
AC123068.2	0	0	0	4	2	1	1	2	0	0	0
RP23-402K6.2	0	0	0	0	0	0	0	0	0	0	0
RP23-21P10.1	0	0	0	0	0	0	0	0	0	0	0
Tsga10	36	42	24	92	52	133	21	133	92	107	81
RP24-178E16.1	0	0	0	0	0	0	0	0	0	0	0
Lipt1	203	88	88	90	66	97	216	96	132	145	122
Mitd1	572	617	348	559	505	688	700	691	620	826	633
Mrpl30	3683	2701	2072	1978	1548	2222	3592	3570	3116	2706	2555
Lyg2	0	0	0	0	0	0	0	0	0	0	0
AC119189.3	0	0	0	0	3	0	0	0	0	0	0
Lyg1	0	0	0	0	0	3	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0
Txndc9	3404	2419	1800	2417	2118	2710	3499	3038	2749	2914	2762
Eif5b	4533	3931	2631	3719	3365	4037	4360	3997	3614	3707	3510
Rev1	1222	1045	611	422	460	388	1089	826	944	623	535
RP23-195A24.4	5	3	4	6	0	0	2	3	7	6	0
RP23-195A24.5	0	0	0	0	0	0	0	0	0	0	0
Aff3	396	669	250	97	55	103	275	384	313	208	138
AC138386.1	5	1	5	0	0	4	1	0	2	3	0
AC117789.3	4	4	1	0	0	0	5	2	3	0	0
AC117789.2	1	11	0	0	0	0	7	2	4	0	0
RP24-390D21.4	0	2	1	0	0	0	0	0	0	0	0
RP24-187B13.4	0	0	1	0	0	0	0	0	0	0	0
RP24-187B13.3	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	1	0	0	0	0	0	0	0	0
Chst10	124	120	93	195	186	188	268	97	216	172	235
RP23-101P2.3	1	0	0	0	0	4	1	0	0	0	0
RP23-101P2.5	1	0	0	0	0	0	0	0	2	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0
Pdcl3	1032	720	518	1407	965	1323	983	1061	811	1141	1015
RP23-101P2.6	25	26	17	34	26	42	8	11	4	26	13
RP24-226L19.1	4	0	0	0	0	0	0	0	0	0	0
RP24-226L19.2	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0
Npas2	16	21	13	0	12	0	15	47	1	16	7
RP24-180L10.1	0	0	0	0	0	0	0	0	0	0	0
RP24-539E18.2	0	0	0	0	0	0	1	1	1	0	0
Rpl31	7798	5743	3968	3175	2267	4104	8088	7474	6590	5556	5047
Tbc1d8	130	85	61	119	51	104	289	145	154	88	82
RP24-539E18.5	0	0	0	0	0	1	0	0	0	0	0
Gm24826	0	0	0	0	0	0	0	0	0	0	0
Cnot11	2005	1568	985	1632	1560	1723	1546	1379	1280	1521	1197
AC074336.1	77	86	55	80	70	86	100	54	70	45	28
Snord89	5	8	13	2	3	9	2	4	8	3	1
Rnf149	2951	2717	1863	2578	3012	3059	1528	1329	1521	1816	1336
Gm23722	51	59	26	19	27	48	30	28	37	12	27
RP24-505E24.2	0	1	0	0	0	0	0	0	0	1	1
Creg2	0	0	0	1	0	6	0	0	0	0	0
RP24-505E24.3	0	0	0	0	2	0	0	0	0	0	0
Rfx8	4	6	1	3	0	0	0	28	1	10	2
RP23-469H11.2	0	0	0	0	0	0	0	0	0	0	0
RP23-469H11.1	1	0	0	0	0	1	0	0	0	0	0
Map4k4	1041	869	547	1071	1082	1184	1071	1055	1278	893	862
RP24-127D13.5	0	0	0	2	0	0	0	0	0	0	0
Il1r2	190	180	171	219	258	251	47	54	93	173	84
RP24-127D13.3	0	0	1	0	0	2	0	0	0	0	0
RP24-127D13.2	0	0	1	0	3	1	0	0	0	0	0
Il1r1	21	7	1	18	18	6	0	0	6	13	1
RP24-317P24.1	0	0	0	0	0	1	0	0	0	0	0
Il1rl2	79	81	47	77	46	50	72	75	58	101	56
RP23-100P14.3	1	0	0	4	0	0	1	4	1	0	3
Il1rl1	203	39	53	506	514	651	47	17	62	211	178
Il18r1	101	143	83	2501	1915	2472	424	593	437	1604	1400
Il18rap	339	269	265	3667	3266	4039	1878	2403	1784	5593	3676
RP23-346B12.3	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	2	0	0	1	0	3	1
RP23-346B12.4	0	0	0	1	0	0	0	0	0	0	0
Slc9a2	3	0	0	0	0	5	0	0	4	0	0
RP23-413K6.3	0	0	0	0	0	0	0	0	0	0	0
RP23-413K6.4	0	0	0	0	1	0	0	0	0	0	0
Mfsd9	10	0	0	0	2	5	4	2	2	6	3
Tmem182	0	0	0	0	0	0	0	0	0	0	0
RP23-247G20.1	0	0	0	0	0	0	0	0	0	0	0
RP24-532K6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-59E7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-176M9.1	0	0	0	0	0	0	0	0	0	0	0
RP24-177N20.1	0	0	0	0	0	0	0	0	0	0	0
RP24-177N20.2	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.1	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.5	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.3	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.4	0	0	0	0	0	0	0	0	0	0	0
RP23-480H8.1	0	0	0	0	0	0	0	0	0	0	0
Pantr1	0	0	0	0	0	0	0	0	0	0	0
RP23-71K9.3	0	0	0	0	0	0	0	0	0	0	0
RP23-114H2.1	0	0	0	0	0	0	0	0	0	0	0
Pou3f3	0	0	0	0	0	0	0	0	0	0	0
Pantr2	0	0	0	0	0	0	0	0	0	0	0
Dalir	0	0	0	0	0	0	0	0	0	0	0
Mrps9	1346	1236	779	887	744	1110	1235	1297	1190	1180	1087
Gm23126	0	0	0	0	0	0	0	0	0	0	0
Gpr45	16	4	1	9	22	18	8	7	0	10	3
Gm24001	0	0	0	1	0	0	0	0	0	0	0
Tgfbrap1	841	593	409	512	562	661	824	495	693	610	523
RP23-466C15.3	0	0	0	0	0	0	0	0	0	0	0
RP23-466C15.4	0	0	1	2	0	1	0	12	2	3	6
AC161207.1	781	430	349	782	563	747	795	479	488	733	692
Fhl2	180	152	104	2086	1981	2174	186	349	233	1294	1331
AC161207.2	0	1	0	0	0	3	1	2	1	2	0
RP23-305F24.3	0	0	0	0	0	0	0	0	0	0	0
RP23-305F24.2	0	0	0	0	0	0	0	0	0	0	0
RP23-389C9.4	0	0	0	0	0	0	0	0	0	0	0
Nck2	191	109	102	338	354	306	442	359	353	506	416
RP23-389C9.3	0	0	0	0	0	7	0	8	0	5	2
RP23-435E15.3	23	14	5	17	13	21	39	73	44	21	17
AC159092.1	1	3	7	3	0	7	1	10	9	5	5
RP23-103C13.1	4	12	2	5	2	10	0	5	8	8	1
RP23-103C13.2	3	8	4	0	1	9	0	4	6	3	6
RP23-103C13.5	0	3	6	0	0	4	1	4	2	0	0
Uxs1	667	521	308	499	344	453	658	478	482	464	468
AC159092.3	2	3	4	4	3	3	8	2	5	5	0
RP24-316C22.1	3	2	4	11	3	3	0	2	2	8	3
RP24-316C22.2	0	0	0	0	0	0	0	0	0	0	0
Gm26352	0	0	0	0	0	0	0	0	0	0	0
Gm24180	0	0	0	0	0	0	0	0	0	0	0
Tpp2	6550	4804	3005	4652	4608	5009	4606	3996	3794	4583	3920
Mettl21c	2	20	28	19	23	35	23	24	26	12	18
AC111064.2	0	0	0	0	0	0	0	2	1	0	0
Gm8251	9	10	6	25	9	12	29	26	0	4	3
Tex30	1913	1318	923	1170	794	1259	2319	1796	1575	1591	1335
RP24-343K18.1	0	0	0	0	0	0	0	0	0	0	0
Kdelc1	231	239	157	137	148	207	287	278	209	262	199
Bivm	77	40	41	47	96	69	130	94	90	128	78
Ercc5	339	256	69	410	451	483	318	309	224	328	326
Mettl21e	0	0	0	0	0	0	0	0	0	0	0
AC110217.1	0	0	0	0	0	0	0	0	0	0	0
RP23-210C21.1	0	0	0	0	0	0	0	0	0	0	0
RP23-210C21.2	0	0	0	0	0	0	0	0	0	0	0
Txn-ps1	4	8	7	13	7	3	6	3	7	6	7
Gulp1	0	0	0	0	0	3	0	0	0	0	0
RP23-68D4.1	0	0	0	0	0	1	0	0	0	0	0
AC107810.1	0	0	0	0	0	0	0	0	0	0	0
RP24-541P18.3	0	0	0	0	0	0	0	0	0	0	0
RP24-541P18.1	0	0	0	0	0	0	0	0	0	0	0
RP23-231B19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-231B19.2	0	0	0	0	0	0	0	0	0	0	0
RP23-231B19.3	0	0	0	0	0	0	0	0	0	0	0
RP23-274N9.1	0	0	0	0	0	0	0	1	0	0	1
Col3a1	48	15	18	7	5	78	0	0	2	42	9
Gm47302	0	0	0	0	0	0	0	0	0	0	0
Col5a2	0	1	0	0	10	0	0	0	1	0	0
RP24-370G18.1	4	4	4	0	6	2	0	1	1	5	1
RP23-304F24.1	0	0	0	0	0	0	0	0	0	0	0
RP23-304F24.2	1	0	0	0	0	0	0	0	0	0	0
RP23-304F24.3	0	0	0	0	0	0	0	0	0	0	0
Gm23216	0	0	0	0	0	0	0	0	0	0	0
Gm23974	0	0	0	0	0	0	0	0	0	0	0
RP24-350F5.1	0	0	0	0	0	0	0	0	0	0	0
Gm23984	0	0	0	0	0	0	0	0	0	0	0
Wdr75	7887	5965	4422	5006	4172	5962	7105	6273	6504	5510	5600
RP23-241P4.1	0	1	0	0	1	0	4	0	0	0	0
AC121575.1	6	5	11	16	8	12	7	8	7	15	13
RP23-183P22.1	0	0	0	0	0	0	0	0	0	0	0
RP23-183P22.3	0	0	0	0	0	1	11	0	0	0	0
Slc40a1	136	54	52	80	17	54	79	0	77	86	78
RP23-183P22.5	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps1	0	0	0	0	0	0	0	0	0	0	0
RP23-183P22.2	0	0	0	0	0	0	0	0	0	0	0
Stk-ps2	0	0	0	0	0	0	0	0	0	0	0
RP24-85N11.1	0	0	0	0	0	0	0	0	0	0	0
Dnah7b	0	0	0	0	0	0	0	0	0	0	0
n-R5s211	0	0	0	0	0	0	0	0	0	0	0
RP23-76C10.2	10	7	7	1	1	4	4	3	7	2	4
Dnah7c	13	2	1	2	1	0	13	2	17	5	6
Slc39a10	5019	2450	1960	1135	1029	1037	4990	2491	3891	2030	2248
RP24-287C2.2	15	18	3	7	12	18	24	11	14	4	13
RP24-287C2.1	0	0	0	0	0	0	0	0	0	0	0
RP23-461J11.1	0	0	0	0	0	0	0	1	0	0	0
RP23-69F3.1	0	0	0	0	0	0	0	0	0	0	0
WI1-2263N2.1	0	0	0	0	0	0	0	0	0	0	0
AC102313.1	2	0	0	0	0	1	0	0	0	1	0
RP23-240G10.1	0	0	0	0	0	0	0	0	0	0	0
Mir6350	0	0	0	0	0	0	0	0	0	0	0
RP23-240G10.2	0	0	0	0	0	0	0	0	0	0	0
RP23-241J21.2	0	0	0	0	0	0	0	0	0	0	0
RP23-241J21.1	16	14	9	7	11	9	15	20	10	14	11
Gm22419	0	0	0	0	0	0	0	0	0	0	0
Gm23829	0	0	0	0	0	0	0	0	0	0	0
RP24-275N11.1	0	0	0	0	0	0	0	0	0	0	0
RP24-257G18.1	0	1	1	0	2	1	0	1	2	1	0
Gm23240	0	0	0	0	0	0	0	0	0	0	0
RP24-267A19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-263K13.1	0	0	0	0	0	0	0	0	0	0	0
RP23-263K13.2	0	0	0	0	0	0	0	0	0	0	0
RP23-34F5.1	0	1	0	1	0	0	0	1	1	1	2
Gm22693	0	0	0	0	0	0	0	0	0	0	0
RP24-469G14.1	0	0	0	0	0	0	0	0	0	0	0
RP24-469G14.2	0	0	0	0	0	0	0	1	0	0	0
RP24-170N13.1	0	0	0	0	0	0	0	0	0	0	0
RP24-292D18.1	0	0	0	0	0	0	0	0	0	1	0
RP24-292D18.2	0	0	0	0	0	0	0	0	0	0	0
RP23-294D6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-249J23.1	0	0	0	0	0	0	0	0	0	0	0
RP23-249J23.2	0	0	0	0	0	0	0	0	0	0	0
RP23-249J23.3	0	0	0	0	0	0	0	0	0	0	0
Gm27330	0	0	0	0	0	0	0	0	0	0	0
RP24-92O11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-212E14.1	0	0	0	0	0	0	0	0	0	0	0
Gm25843	0	0	0	0	0	0	0	0	0	0	0
RP24-479J20.1	0	0	0	0	0	0	0	1	0	0	0
Tmeff2	0	0	0	0	0	6	0	0	0	0	0
RP23-122O4.1	0	1	0	1	0	0	0	0	0	3	0
Gm25736	0	0	0	0	0	0	0	0	0	0	0
RP24-330P10.1	0	0	0	0	0	0	0	0	0	0	0
RP24-330P10.2	0	0	0	0	0	0	0	0	0	0	0
RP24-555D5.1	0	0	0	0	0	0	0	0	0	1	0
RP24-555D5.2	0	0	0	0	0	0	0	0	0	0	0
Sdpr	9	6	0	65	48	44	0	18	0	39	12
RP24-240I9.2	0	0	0	0	0	0	2	0	0	0	0
RP24-267E6.2	1	0	0	1	1	1	0	5	0	6	3
Nabp1	5390	3579	2445	9715	6969	8105	7433	6562	6613	9871	9290
RP23-273G4.1	1	0	5	25	5	2	14	11	7	7	19
RP23-273G4.2	0	0	0	0	0	0	0	0	0	1	0
RP23-139L20.1	0	0	0	0	0	0	0	0	0	0	0
Myo1b	6	0	6	17	31	4	14	3	2	1	9
RP23-373D7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-348P7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-348P7.3	0	0	1	0	0	0	0	0	0	0	0
Gm27607	0	0	0	0	0	0	0	0	0	0	0
RP23-348P7.2	0	0	0	1	0	0	0	0	1	1	0
Stat4	1027	1083	711	4356	4611	4535	2016	3525	2130	5965	4206
RP24-194N4.4	1	1	1	9	1	9	3	0	2	2	3
RP24-194N4.2	9	13	8	42	29	63	23	26	22	54	35
RP24-194N4.6	9	32	1	72	65	47	10	35	42	47	54
Stat1	1862	2382	1168	2242	2745	2504	1394	1961	1228	2843	2080
RP24-194N4.5	13	17	4	25	8	13	9	10	19	18	8
Gls	4671	3690	2485	5363	4943	5402	4017	4216	4749	5287	4202
RP23-176K16.1	0	0	0	0	0	0	0	0	0	0	0
Gm23460	0	0	0	0	0	0	0	0	0	0	0
Nab1	1696	1515	955	4356	4826	4920	2151	2850	2520	4224	3246
RP24-150D18.2	2	1	1	2	3	3	0	1	1	0	1
Rps27a-ps1	0	0	0	1	3	1	0	0	0	1	2
RP24-388H6.2	0	0	0	0	3	0	0	0	0	0	3
RP24-388H6.3	0	0	0	0	0	0	0	0	0	0	0
RP24-388H6.4	0	0	0	0	0	0	0	0	0	0	0
Tmem194b	77	48	47	297	308	175	95	93	182	179	187
RP24-388H6.6	1	0	0	0	2	9	3	1	1	2	2
Mfsd6	443	287	206	1455	1558	1290	483	432	339	758	736
RP23-335D20.1	0	0	0	9	0	0	0	0	0	0	0
RP24-330E8.1	0	0	0	0	0	0	0	0	0	0	0
Inpp1	110	233	110	299	334	386	187	231	206	453	309
Hibch	303	182	139	273	187	250	302	214	306	274	298
AC110177.2	0	0	0	0	0	0	0	0	0	0	0
AC129337.1	14	20	12	14	9	13	40	43	66	23	32
Mstn	0	0	0	0	0	0	0	0	0	0	0
Gm24349	0	0	0	0	0	0	0	0	0	0	0
RP24-481M4.2	0	1	0	0	0	0	0	0	0	0	1
Pms1	368	309	212	336	252	393	512	326	283	376	404
RP24-481M4.1	0	0	1	0	0	0	2	0	2	0	1
Ormdl1	799	514	362	602	528	601	825	822	701	726	647
RP24-93I18.2	0	0	0	0	0	0	0	0	0	0	0
Osgepl1	89	66	48	107	82	113	105	115	78	76	86
RP24-93I18.4	1	0	1	0	0	1	0	0	0	2	0
RP24-93I18.3	0	1	0	0	0	0	4	0	3	5	0
Asnsd1	270	206	133	276	207	242	274	280	259	270	264
RP24-93I18.5	0	0	0	0	0	0	0	0	0	0	0
RP24-93I18.6	0	0	0	0	0	0	0	0	0	0	0
RP24-93I18.7	0	0	0	0	0	0	0	0	0	0	0
Dnah7a	0	1	0	1	2	2	2	15	0	0	0
Gm25240	0	0	0	0	0	0	0	0	0	0	0
Stk17b	6025	5213	3754	8909	7967	9128	6801	7227	6371	8979	7570
RP23-414N3.1	2	0	0	2	0	0	0	0	5	1	0
Hecw2	2	0	0	22	23	6	1	3	0	4	13
Mir7681	0	0	0	0	0	0	0	0	0	0	0
Gm24251	0	0	0	0	0	0	0	0	0	0	0
RP23-259O15.2	0	0	0	0	0	0	0	0	0	0	0
Gm25829	0	0	0	0	0	0	0	0	0	0	0
Ccdc150	0	2	1	1	0	0	4	2	3	6	5
Gtf3c3	478	417	215	524	427	438	385	563	445	492	451
RP23-338P10.4	0	1	0	0	0	0	0	0	0	0	0
Pgap1	119	98	40	137	122	160	56	92	69	87	70
RP24-290F15.1	9	9	8	0	0	4	8	5	0	9	5
RP24-290F15.2	0	0	0	0	0	0	0	1	0	0	0
Ankrd44	1341	1584	1029	2506	3477	2619	1731	2287	1830	3298	2097
RP24-97J22.2	5	22	7	31	5	15	18	25	28	20	16
RP23-388I22.1	5	30	4	21	8	3	13	18	10	36	9
Gm24053	0	0	0	0	0	0	0	2	0	2	1
RP23-68O7.2	4	9	1	8	6	1	4	12	2	5	5
Sf3b1	14026	12686	8192	15059	14051	16606	11818	13355	11513	14785	12409
RP23-16N14.2	1	1	1	8	3	0	0	0	10	1	2
Coq10b	1048	669	490	1197	913	1113	874	881	656	962	797
RP23-16N14.5	24	20	14	42	46	34	45	29	30	31	8
Hspd1	35162	23686	14953	15231	13274	15264	28791	22400	22198	18639	18321
Hspe1	15469	9836	7507	4255	2691	4831	16071	10969	11101	7610	7368
RP23-16N14.6	0	0	0	0	0	0	0	0	0	0	0
RP23-16N14.1	0	0	0	0	3	0	2	1	2	0	0
Mob4	1444	1317	919	1650	1374	1805	1658	1515	1267	1794	1509
RP23-93M3.2	5	4	3	6	5	3	2	0	3	1	3
Rftn2	10	15	8	19	17	16	17	32	24	18	10
RP23-130K20.1	0	0	1	0	2	1	0	1	0	0	0
Mars2	988	714	419	595	419	500	884	813	737	554	603
Boll	81	56	34	6	7	26	69	108	50	20	18
AC122223.2	6	17	6	3	0	3	23	7	9	5	5
RP23-130K20.4	0	0	0	0	0	0	0	0	0	0	0
RP23-130K20.5	0	0	0	0	0	0	0	0	0	0	0
Plcl1	11	11	33	14	19	20	1	12	0	11	6
RP23-453N3.4	33	20	20	18	8	20	31	28	28	18	25
RP23-453N3.5	0	0	0	0	0	0	0	0	0	0	0
RP23-242C11.1	0	0	0	0	0	0	0	0	0	0	0
RP24-421N21.1	0	0	0	0	0	0	0	0	0	0	0
RP24-421N21.2	0	0	0	0	0	0	0	0	0	0	0
RP23-258N15.1	0	0	0	0	0	0	0	0	0	0	0
RP23-478I8.1	0	0	0	0	0	0	0	0	0	0	0
RP24-146K19.1	0	0	0	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0	0	0	0
Satb2	0	0	0	0	0	0	12	0	0	0	0
RP24-123J3.1	0	3	0	0	0	0	0	0	4	0	0
RP24-123J3.2	0	0	0	0	0	0	0	0	0	0	0
Gm23943	0	0	0	0	0	0	0	0	0	0	0
RP24-95P4.1	0	0	0	0	0	0	0	0	0	0	0
RP24-95P4.2	0	0	0	0	0	0	0	0	0	0	0
RP24-77I21.1	0	0	0	0	0	0	0	0	0	0	0
RP24-77I21.2	0	0	3	0	0	1	0	0	0	0	1
RP24-77I21.3	106	55	30	144	71	104	196	44	120	167	112
Tyw5	484	372	278	217	198	411	468	493	409	399	318
Maip1	826	587	469	560	526	723	835	796	668	735	532
Gm22371	0	0	0	0	0	0	0	0	0	0	1
Gm24014	0	0	0	0	0	0	0	0	0	0	0
RP23-433B11.2	0	0	0	0	0	0	0	0	0	0	0
RP23-433B11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-433B11.3	0	0	0	0	0	0	0	0	0	0	0
Spats2l	4	1	2	4	0	4	2	0	3	4	0
RP24-123P22.3	0	0	0	0	0	0	0	0	0	3	0
Kctd18	326	273	152	599	428	572	293	376	306	507	462
Sgol2a	12	6	3	12	10	2	0	4	5	11	8
Aox1	13	0	0	0	0	8	0	0	0	3	0
Aox3	0	0	3	2	0	0	0	0	0	0	19
Gm24548	0	0	0	0	0	0	0	0	0	0	0
Aox4	1	0	0	0	5	0	0	0	0	0	0
RP23-124O19.1	0	0	0	0	0	1	0	0	0	0	0
Aox2	1	1	0	0	0	1	0	3	0	0	0
RP24-191N24.2	2	3	3	1	7	12	1	3	15	14	3
Bzw1	27856	22939	14591	17586	17316	18852	22367	22034	19630	21200	18166
Clk1	2046	1674	1046	2816	2355	2924	2464	1910	1814	2377	1663
Ppil3	714	463	336	339	284	421	800	584	545	546	518
Nif3l1	809	557	455	428	471	522	799	849	699	635	535
Orc2	2784	1965	1363	1232	1358	1556	2375	1844	2041	1716	1628
Gm23966	0	1	2	3	1	0	6	0	2	3	0
AC118698.3	20	55	14	30	46	24	25	7	30	32	38
Fam126b	293	232	218	411	279	298	340	364	375	323	293
Ndufb3	1051	799	553	821	616	937	1238	1108	1028	1198	1033
RP24-82I5.2	0	0	0	0	0	0	0	0	0	0	0
RP24-273P12.1	0	0	0	0	0	0	0	0	0	0	0
Cbx3-ps7	0	0	0	1	0	0	0	0	0	0	0
